freq (Hz),input noise; V / sqrt(Hz) dR 0  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 1  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 2  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 3  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 4  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 5  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 6  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 7  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 8  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 9  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 10  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 11  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 12  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 13  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 14  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 15  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 16  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 17  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 18  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 19  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 20  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 21  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 22  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 23  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 24  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 25  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 26  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 27  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 28  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 29  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 30  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 31  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 32  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 33  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 34  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 35  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 36  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 37  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 38  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 39  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 40  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 41  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 42  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 43  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 44  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 45  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 46  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 47  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 48  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 49  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 50  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 51  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 52  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 53  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 54  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 55  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 56  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 57  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 58  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 59  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 60  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 61  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 62  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 63  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 64  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 65  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 66  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 67  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 68  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 69  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 70  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 71  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 72  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 73  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 74  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 75  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 76  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 77  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 78  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 79  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 80  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 81  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 82  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 83  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 84  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 85  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 86  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 87  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 88  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 89  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 90  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 91  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 92  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 93  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 94  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 95  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 96  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 97  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 98  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 99  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 100  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 101  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 102  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 103  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 104  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 105  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 106  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 107  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 108  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 109  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 110  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 111  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 112  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 113  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 114  (V / sqrt(Hz)),input noise; V / sqrt(Hz) dR 115  (V / sqrt(Hz))
100.000E3,1.05433E-9,1.05432E-9,1.05432E-9,1.05432E-9,1.05431E-9,1.05431E-9,1.05431E-9,1.05432E-9,1.05432E-9,1.05432E-9,1.05433E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05439E-9,1.05441E-9,1.05442E-9,1.05444E-9,1.05446E-9,1.05448E-9,1.05450E-9,1.05452E-9,1.05454E-9,1.05456E-9,1.05458E-9,1.05461E-9,1.05464E-9,1.05466E-9,1.05469E-9,1.05472E-9,1.05475E-9,1.05478E-9,1.05482E-9,1.05485E-9,1.05489E-9,1.05492E-9,1.05496E-9,1.05500E-9,1.05504E-9,1.05508E-9,1.05512E-9,1.05516E-9,1.05520E-9,1.05525E-9,1.05529E-9,1.05534E-9,1.05539E-9,1.05544E-9,1.05549E-9,1.05554E-9,1.05559E-9,1.05565E-9,1.05570E-9,1.05575E-9,1.05581E-9,1.05587E-9,1.05593E-9,1.05599E-9,1.05605E-9,1.05611E-9,1.05617E-9,1.05624E-9,1.05630E-9,1.05637E-9,1.05643E-9,1.05650E-9,1.05657E-9,1.05664E-9,1.05671E-9,1.05678E-9,1.05686E-9,1.05693E-9,1.05701E-9,1.05708E-9,1.05716E-9,1.05724E-9,1.05732E-9,1.05740E-9,1.05748E-9,1.05756E-9,1.05764E-9,1.05773E-9,1.05781E-9,1.05790E-9,1.05799E-9,1.05808E-9,1.05817E-9,1.05826E-9,1.05835E-9,1.05844E-9,1.05853E-9,1.05863E-9,1.05872E-9,1.05882E-9,1.05892E-9,1.05901E-9,1.05911E-9,1.05921E-9,1.05932E-9,1.05942E-9,1.05952E-9,1.05963E-9,1.05973E-9,1.05984E-9,1.05994E-9,1.06005E-9,1.06016E-9,1.06027E-9,1.06038E-9,1.06050E-9,1.06061E-9,1.06072E-9,1.06084E-9
125.893E3,1.05431E-9,1.05431E-9,1.05430E-9,1.05430E-9,1.05430E-9,1.05430E-9,1.05429E-9,1.05430E-9,1.05430E-9,1.05430E-9,1.05430E-9,1.05431E-9,1.05431E-9,1.05432E-9,1.05432E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05440E-9,1.05441E-9,1.05443E-9,1.05444E-9,1.05446E-9,1.05448E-9,1.05449E-9,1.05451E-9,1.05453E-9,1.05456E-9,1.05458E-9,1.05460E-9,1.05463E-9,1.05465E-9,1.05468E-9,1.05470E-9,1.05473E-9,1.05476E-9,1.05479E-9,1.05482E-9,1.05485E-9,1.05488E-9,1.05491E-9,1.05495E-9,1.05498E-9,1.05502E-9,1.05506E-9,1.05509E-9,1.05513E-9,1.05517E-9,1.05521E-9,1.05525E-9,1.05529E-9,1.05534E-9,1.05538E-9,1.05542E-9,1.05547E-9,1.05551E-9,1.05556E-9,1.05561E-9,1.05566E-9,1.05571E-9,1.05576E-9,1.05581E-9,1.05586E-9,1.05591E-9,1.05597E-9,1.05602E-9,1.05608E-9,1.05613E-9,1.05619E-9,1.05625E-9,1.05631E-9,1.05637E-9,1.05643E-9,1.05649E-9,1.05655E-9,1.05661E-9,1.05668E-9,1.05674E-9,1.05681E-9,1.05687E-9,1.05694E-9,1.05701E-9,1.05708E-9,1.05715E-9,1.05722E-9,1.05729E-9,1.05736E-9,1.05744E-9,1.05751E-9,1.05758E-9,1.05766E-9,1.05774E-9,1.05781E-9,1.05789E-9,1.05797E-9,1.05805E-9,1.05813E-9,1.05821E-9,1.05829E-9,1.05838E-9,1.05846E-9,1.05854E-9,1.05863E-9,1.05872E-9,1.05880E-9,1.05889E-9,1.05898E-9,1.05907E-9,1.05916E-9,1.05925E-9,1.05934E-9,1.05943E-9,1.05953E-9
158.489E3,1.05430E-9,1.05429E-9,1.05429E-9,1.05429E-9,1.05428E-9,1.05428E-9,1.05428E-9,1.05428E-9,1.05428E-9,1.05428E-9,1.05428E-9,1.05428E-9,1.05429E-9,1.05429E-9,1.05430E-9,1.05430E-9,1.05431E-9,1.05431E-9,1.05432E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05440E-9,1.05441E-9,1.05443E-9,1.05444E-9,1.05446E-9,1.05447E-9,1.05449E-9,1.05451E-9,1.05453E-9,1.05455E-9,1.05457E-9,1.05459E-9,1.05461E-9,1.05463E-9,1.05466E-9,1.05468E-9,1.05471E-9,1.05473E-9,1.05476E-9,1.05479E-9,1.05481E-9,1.05484E-9,1.05487E-9,1.05490E-9,1.05493E-9,1.05496E-9,1.05500E-9,1.05503E-9,1.05506E-9,1.05510E-9,1.05513E-9,1.05517E-9,1.05520E-9,1.05524E-9,1.05528E-9,1.05532E-9,1.05536E-9,1.05540E-9,1.05544E-9,1.05548E-9,1.05552E-9,1.05557E-9,1.05561E-9,1.05565E-9,1.05570E-9,1.05574E-9,1.05579E-9,1.05584E-9,1.05589E-9,1.05593E-9,1.05598E-9,1.05603E-9,1.05608E-9,1.05614E-9,1.05619E-9,1.05624E-9,1.05629E-9,1.05635E-9,1.05640E-9,1.05646E-9,1.05651E-9,1.05657E-9,1.05663E-9,1.05669E-9,1.05675E-9,1.05681E-9,1.05687E-9,1.05693E-9,1.05699E-9,1.05705E-9,1.05712E-9,1.05718E-9,1.05724E-9,1.05731E-9,1.05737E-9,1.05744E-9,1.05751E-9,1.05758E-9,1.05764E-9,1.05771E-9,1.05778E-9,1.05785E-9,1.05793E-9,1.05800E-9,1.05807E-9,1.05814E-9,1.05822E-9,1.05829E-9,1.05837E-9,1.05844E-9,1.05852E-9
199.526E3,1.05429E-9,1.05428E-9,1.05428E-9,1.05428E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05428E-9,1.05428E-9,1.05429E-9,1.05429E-9,1.05430E-9,1.05431E-9,1.05431E-9,1.05432E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05440E-9,1.05441E-9,1.05442E-9,1.05444E-9,1.05445E-9,1.05447E-9,1.05449E-9,1.05450E-9,1.05452E-9,1.05454E-9,1.05456E-9,1.05458E-9,1.05460E-9,1.05462E-9,1.05464E-9,1.05466E-9,1.05468E-9,1.05471E-9,1.05473E-9,1.05475E-9,1.05478E-9,1.05480E-9,1.05483E-9,1.05486E-9,1.05489E-9,1.05491E-9,1.05494E-9,1.05497E-9,1.05500E-9,1.05503E-9,1.05506E-9,1.05509E-9,1.05513E-9,1.05516E-9,1.05519E-9,1.05523E-9,1.05526E-9,1.05530E-9,1.05533E-9,1.05537E-9,1.05541E-9,1.05545E-9,1.05548E-9,1.05552E-9,1.05556E-9,1.05560E-9,1.05564E-9,1.05568E-9,1.05573E-9,1.05577E-9,1.05581E-9,1.05585E-9,1.05590E-9,1.05594E-9,1.05599E-9,1.05604E-9,1.05608E-9,1.05613E-9,1.05618E-9,1.05622E-9,1.05627E-9,1.05632E-9,1.05637E-9,1.05642E-9,1.05648E-9,1.05653E-9,1.05658E-9,1.05663E-9,1.05669E-9,1.05674E-9,1.05679E-9,1.05685E-9,1.05691E-9,1.05696E-9,1.05702E-9,1.05708E-9,1.05713E-9,1.05719E-9,1.05725E-9,1.05731E-9,1.05737E-9,1.05743E-9,1.05749E-9,1.05756E-9,1.05762E-9,1.05768E-9,1.05775E-9
251.189E3,1.05428E-9,1.05428E-9,1.05427E-9,1.05427E-9,1.05426E-9,1.05426E-9,1.05426E-9,1.05426E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05426E-9,1.05426E-9,1.05426E-9,1.05426E-9,1.05427E-9,1.05427E-9,1.05427E-9,1.05428E-9,1.05429E-9,1.05429E-9,1.05430E-9,1.05431E-9,1.05431E-9,1.05432E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05440E-9,1.05441E-9,1.05442E-9,1.05443E-9,1.05445E-9,1.05446E-9,1.05448E-9,1.05450E-9,1.05451E-9,1.05453E-9,1.05455E-9,1.05456E-9,1.05458E-9,1.05460E-9,1.05462E-9,1.05464E-9,1.05466E-9,1.05468E-9,1.05470E-9,1.05473E-9,1.05475E-9,1.05477E-9,1.05480E-9,1.05482E-9,1.05485E-9,1.05487E-9,1.05490E-9,1.05492E-9,1.05495E-9,1.05498E-9,1.05501E-9,1.05503E-9,1.05506E-9,1.05509E-9,1.05512E-9,1.05515E-9,1.05518E-9,1.05522E-9,1.05525E-9,1.05528E-9,1.05531E-9,1.05535E-9,1.05538E-9,1.05542E-9,1.05545E-9,1.05549E-9,1.05552E-9,1.05556E-9,1.05560E-9,1.05563E-9,1.05567E-9,1.05571E-9,1.05575E-9,1.05579E-9,1.05583E-9,1.05587E-9,1.05591E-9,1.05595E-9,1.05599E-9,1.05604E-9,1.05608E-9,1.05612E-9,1.05617E-9,1.05621E-9,1.05626E-9,1.05630E-9,1.05635E-9,1.05640E-9,1.05644E-9,1.05649E-9,1.05654E-9,1.05659E-9,1.05664E-9,1.05668E-9,1.05673E-9,1.05678E-9,1.05684E-9,1.05689E-9,1.05694E-9,1.05699E-9,1.05704E-9,1.05710E-9,1.05715E-9
316.228E3,1.05428E-9,1.05427E-9,1.05427E-9,1.05426E-9,1.05426E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05426E-9,1.05426E-9,1.05426E-9,1.05427E-9,1.05427E-9,1.05428E-9,1.05429E-9,1.05429E-9,1.05430E-9,1.05431E-9,1.05431E-9,1.05432E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05439E-9,1.05441E-9,1.05442E-9,1.05443E-9,1.05445E-9,1.05446E-9,1.05447E-9,1.05449E-9,1.05451E-9,1.05452E-9,1.05454E-9,1.05455E-9,1.05457E-9,1.05459E-9,1.05461E-9,1.05463E-9,1.05465E-9,1.05466E-9,1.05468E-9,1.05471E-9,1.05473E-9,1.05475E-9,1.05477E-9,1.05479E-9,1.05481E-9,1.05484E-9,1.05486E-9,1.05489E-9,1.05491E-9,1.05493E-9,1.05496E-9,1.05499E-9,1.05501E-9,1.05504E-9,1.05507E-9,1.05509E-9,1.05512E-9,1.05515E-9,1.05518E-9,1.05521E-9,1.05524E-9,1.05527E-9,1.05530E-9,1.05533E-9,1.05536E-9,1.05540E-9,1.05543E-9,1.05546E-9,1.05549E-9,1.05553E-9,1.05556E-9,1.05560E-9,1.05563E-9,1.05567E-9,1.05570E-9,1.05574E-9,1.05578E-9,1.05581E-9,1.05585E-9,1.05589E-9,1.05593E-9,1.05597E-9,1.05601E-9,1.05605E-9,1.05609E-9,1.05613E-9,1.05617E-9,1.05621E-9,1.05625E-9,1.05629E-9,1.05634E-9,1.05638E-9,1.05642E-9,1.05647E-9,1.05651E-9,1.05656E-9,1.05660E-9,1.05665E-9,1.05670E-9
398.107E3,1.05427E-9,1.05427E-9,1.05426E-9,1.05426E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05426E-9,1.05426E-9,1.05427E-9,1.05427E-9,1.05428E-9,1.05429E-9,1.05429E-9,1.05430E-9,1.05431E-9,1.05432E-9,1.05433E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05439E-9,1.05440E-9,1.05441E-9,1.05442E-9,1.05443E-9,1.05445E-9,1.05446E-9,1.05447E-9,1.05449E-9,1.05450E-9,1.05452E-9,1.05453E-9,1.05455E-9,1.05457E-9,1.05458E-9,1.05460E-9,1.05462E-9,1.05463E-9,1.05465E-9,1.05467E-9,1.05469E-9,1.05471E-9,1.05473E-9,1.05475E-9,1.05477E-9,1.05479E-9,1.05481E-9,1.05484E-9,1.05486E-9,1.05488E-9,1.05490E-9,1.05493E-9,1.05495E-9,1.05498E-9,1.05500E-9,1.05503E-9,1.05505E-9,1.05508E-9,1.05510E-9,1.05513E-9,1.05516E-9,1.05518E-9,1.05521E-9,1.05524E-9,1.05527E-9,1.05530E-9,1.05533E-9,1.05536E-9,1.05539E-9,1.05542E-9,1.05545E-9,1.05548E-9,1.05551E-9,1.05554E-9,1.05558E-9,1.05561E-9,1.05564E-9,1.05568E-9,1.05571E-9,1.05574E-9,1.05578E-9,1.05581E-9,1.05585E-9,1.05589E-9,1.05592E-9,1.05596E-9,1.05600E-9,1.05603E-9,1.05607E-9,1.05611E-9,1.05615E-9,1.05619E-9,1.05623E-9,1.05626E-9,1.05630E-9,1.05635E-9
501.187E3,1.05427E-9,1.05426E-9,1.05426E-9,1.05425E-9,1.05425E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05425E-9,1.05425E-9,1.05426E-9,1.05426E-9,1.05427E-9,1.05427E-9,1.05428E-9,1.05428E-9,1.05429E-9,1.05430E-9,1.05431E-9,1.05431E-9,1.05432E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05439E-9,1.05440E-9,1.05441E-9,1.05442E-9,1.05444E-9,1.05445E-9,1.05446E-9,1.05448E-9,1.05449E-9,1.05450E-9,1.05452E-9,1.05453E-9,1.05455E-9,1.05456E-9,1.05458E-9,1.05460E-9,1.05461E-9,1.05463E-9,1.05465E-9,1.05467E-9,1.05468E-9,1.05470E-9,1.05472E-9,1.05474E-9,1.05476E-9,1.05478E-9,1.05480E-9,1.05482E-9,1.05484E-9,1.05486E-9,1.05489E-9,1.05491E-9,1.05493E-9,1.05495E-9,1.05498E-9,1.05500E-9,1.05502E-9,1.05505E-9,1.05507E-9,1.05510E-9,1.05512E-9,1.05515E-9,1.05517E-9,1.05520E-9,1.05523E-9,1.05525E-9,1.05528E-9,1.05531E-9,1.05534E-9,1.05537E-9,1.05539E-9,1.05542E-9,1.05545E-9,1.05548E-9,1.05551E-9,1.05554E-9,1.05557E-9,1.05561E-9,1.05564E-9,1.05567E-9,1.05570E-9,1.05573E-9,1.05577E-9,1.05580E-9,1.05583E-9,1.05587E-9,1.05590E-9,1.05594E-9,1.05597E-9,1.05601E-9,1.05604E-9,1.05608E-9
630.957E3,1.05427E-9,1.05426E-9,1.05426E-9,1.05425E-9,1.05425E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05424E-9,1.05424E-9,1.05425E-9,1.05425E-9,1.05425E-9,1.05426E-9,1.05427E-9,1.05427E-9,1.05428E-9,1.05428E-9,1.05429E-9,1.05430E-9,1.05430E-9,1.05431E-9,1.05432E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05439E-9,1.05440E-9,1.05441E-9,1.05442E-9,1.05443E-9,1.05444E-9,1.05446E-9,1.05447E-9,1.05448E-9,1.05450E-9,1.05451E-9,1.05453E-9,1.05454E-9,1.05455E-9,1.05457E-9,1.05459E-9,1.05460E-9,1.05462E-9,1.05463E-9,1.05465E-9,1.05467E-9,1.05469E-9,1.05470E-9,1.05472E-9,1.05474E-9,1.05476E-9,1.05478E-9,1.05480E-9,1.05482E-9,1.05484E-9,1.05486E-9,1.05488E-9,1.05490E-9,1.05492E-9,1.05494E-9,1.05496E-9,1.05499E-9,1.05501E-9,1.05503E-9,1.05506E-9,1.05508E-9,1.05510E-9,1.05513E-9,1.05515E-9,1.05518E-9,1.05520E-9,1.05523E-9,1.05525E-9,1.05528E-9,1.05531E-9,1.05533E-9,1.05536E-9,1.05539E-9,1.05542E-9,1.05545E-9,1.05547E-9,1.05550E-9,1.05553E-9,1.05556E-9,1.05559E-9,1.05562E-9,1.05565E-9,1.05568E-9,1.05571E-9,1.05574E-9,1.05577E-9,1.05581E-9,1.05584E-9,1.05587E-9
794.328E3,1.05427E-9,1.05426E-9,1.05425E-9,1.05425E-9,1.05424E-9,1.05424E-9,1.05424E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05422E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05423E-9,1.05424E-9,1.05424E-9,1.05425E-9,1.05425E-9,1.05426E-9,1.05426E-9,1.05427E-9,1.05427E-9,1.05428E-9,1.05429E-9,1.05429E-9,1.05430E-9,1.05431E-9,1.05432E-9,1.05432E-9,1.05433E-9,1.05434E-9,1.05435E-9,1.05436E-9,1.05437E-9,1.05438E-9,1.05439E-9,1.05440E-9,1.05441E-9,1.05442E-9,1.05443E-9,1.05445E-9,1.05446E-9,1.05447E-9,1.05448E-9,1.05450E-9,1.05451E-9,1.05452E-9,1.05454E-9,1.05455E-9,1.05457E-9,1.05458E-9,1.05460E-9,1.05461E-9,1.05463E-9,1.05464E-9,1.05466E-9,1.05468E-9,1.05470E-9,1.05471E-9,1.05473E-9,1.05475E-9,1.05477E-9,1.05479E-9,1.05480E-9,1.05482E-9,1.05484E-9,1.05486E-9,1.05488E-9,1.05490E-9,1.05492E-9,1.05495E-9,1.05497E-9,1.05499E-9,1.05501E-9,1.05503E-9,1.05506E-9,1.05508E-9,1.05510E-9,1.05512E-9,1.05515E-9,1.05517E-9,1.05520E-9,1.05522E-9,1.05525E-9,1.05527E-9,1.05530E-9,1.05532E-9,1.05535E-9,1.05538E-9,1.05540E-9,1.05543E-9,1.05546E-9,1.05548E-9,1.05551E-9,1.05554E-9,1.05557E-9,1.05560E-9,1.05563E-9,1.05565E-9,1.05568E-9,1.05571E-9
